from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t1-t2
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,89,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Ocupado_tpost,7.5,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Desocupado_tpost,3.1,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t2-t3
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,88.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Ocupado_tpost,7.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Desocupado_tpost,3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t3-t4
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,93,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Ocupado_tpost,4.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Desocupado_tpost,2.3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t1-t2
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Ocupado_tpost,9.7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Inactivo_tpost,86.1,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t2-t3
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,87,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Ocupado_tpost,8.9,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t3-t4
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,88.9,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Desocupado_tpost,2.6,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Ocupado_tpost,8.1,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t1-t2
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Ocupado_tpost,8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Inactivo_tpost,87.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.5,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Desocupado_tpost,3.8,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t2-t3
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,88.4,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Ocupado_tpost,8.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.6,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t3-t4
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,87.6,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Ocupado_tpost,9.7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t1-t2
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,89,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Desocupado_tpost,2.3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Ocupado_tpost,8.5,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t2-t3
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Ocupado_tpost,8.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Inactivo_tpost,89.3,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Desocupado_tpost,2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t3-t4
from,to,weight,id,periodo_base,categoria,periodo
Inactivo_tant,Inactivo_tpost,88.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Ocupado_tpost,8.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2023_t1-t2
